artist,title,genre,cluster,track_index,nn_distance
shadow_child,the_dbg_mark_broom_remix,house_groovy,28,330,8.754727768388086
peter_bailey,offshoot_original_mix,techno_euphoric,28,331,9.114312750972259
andrea_oliva,jungle_party_original_mix,tech_house_tribal,28,332,8.738787981086531
pirupa,party_non_stop_vocal_mix,tech_house_bouncy,28,333,8.671216211485444
sidney_charles,ruffline,groovy_soul,28,334,8.397778391954228
sidney_charles,hurricane,groovy_tech,28,335,8.30065134581364
will_clarke_bot,feeling_good_tiger_stripes_remix,vibe_th_format,28,336,8.097581991404697
golf_clap_masteria,freak_it_out_original_mix,tech_house_dirty,28,337,8.430379128616034
gorillaz,we_got_the_power_feat_jehnny_beth_claptone_remix,groovy_euphoric,28,338,8.48619946588333
groove_armada,house_with_me_feat_parris_mitchell_andrea_oliva_remix,tech_house_groovy,28,339,9.147003118890149
matt_sassari_spencer_k,isuly_worthy_remix,techno_melodic,28,340,8.777749172789765
faruk_orakci,skip_the_drum_alex_twitchy_remix,tech_house_dirty,28,341,8.023819961573508
waze_odyssey,all_of_us_original_mix,techno_acid,28,342,8.866059003254865
mario_ochoa,bs_original_mix_1605,techno_bouncy,28,343,9.459017081112583
ben_remember,lost_in_the_woods_original_mix,tech_house_dark,28,344,9.343751887867022
pirate_copy,house_music_original_mix,tech_house_funky,28,345,9.026214570795357
frankel_harper,trimmers_instinct_uk_remix,drum_n_bass,28,346,10.421004705942552
as_i_am,don_t_stop,deep_house_funky,28,347,7.928818670761725
groovebox,brooklyn,tech_house_banger,28,348,7.799617446420205
softpaw,psychedelic_boy_original_mix,tech_house_bouncy,28,349,9.050863170208538
p_a_c_o_return_of_the_jaded,rumble,techno_groovy,28,350,8.38799858720582
serge_devant,frenzy,house_dirty,28,351,9.763803533585929
golf_clap_dillon_nathaniel,gravitate_original_mix,tech_house_warm,28,352,8.200048648640728
touchtalk_tolkien_32,got_to_go_fractall_gabe_remix,house_euphoric,28,353,7.415065080178972
solardo,today_s_news,vibe_th_solardo,28,354,9.021157645700534
pirupa,can_u_hear_me,techno_wobble,28,355,9.362016721486738
electronic_youth,callisto_kreature_dub,tech_house_euphoric,28,356,9.311300494926442
sven_tasnadi,drunk_daddy_original_mix,tech_house_bouncy,28,357,10.51754501406956
carlos_a,el_groovero_fhaken_wayne_madiedo_remix,tech_house_bouncy,28,358,11.018701168751802
huxley,weapon,house_euphoric,28,359,9.34592475419226
gary_burrows,burning,techno_rolling,28,360,9.989133997491038
tobi_kramer,no_way_original_mix,vibe_th_format,28,361,10.398302471439237
shadow_child,higher_extended_mix,house_banger,28,362,9.843481368812638
